employeeId,name_feedback,total_feedback_count,average_rating,name_engagement,department,total_quizzes_taken,total_score,average_score,total_time_spent,engagement_score
177,Heather Taylor,1,1.93,Heather Taylor,FULL STACK,10,491,82.38,169,60.978
240,Joseph Garrett,8,3.68,Joseph Garrett,DATA SCIENCE,9,13,46.34,137,56.614000000000004
15,Elizabeth Ayala,3,2.86,Elizabeth Ayala,DATA SCIENCE,2,204,41.11,428,42.271
53,Daniel Levine,9,3.47,Daniel Levine,FULL STACK,10,338,31.52,490,78.352
167,Heidi Joyce,9,1.98,Heidi Joyce,DATA ENGINEERING,7,317,63.99,145,61.899
190,Diane Carr,4,4.84,Diane Carr,DATA ENGINEERING,5,9,11.21,417,47.181
226,Sandra Martin,2,1.11,Sandra Martin,DATA SCIENCE,10,54,54.89,490,45.888999999999996
151,Marissa Morrison,9,3.5,Marissa Morrison,DATA ENGINEERING,2,72,52.06,443,52.946000000000005
188,Jeffery Vaughan,1,1.02,Jeffery Vaughan,DATA SCIENCE,2,216,21.01,301,26.840999999999998
179,Mr. Jeffery Hill DDS,2,3.46,Mr. Jeffery Hill DDS,DATA ENGINEERING,7,466,21.59,118,54.999
165,Gabrielle Bright,5,1.82,Gabrielle Bright,DATA SCIENCE,4,325,27.27,137,43.747
70,Michael Schwartz,10,1.16,Michael Schwartz,FULL STACK,8,414,13.57,302,64.59700000000001
121,Jonathan Mason,7,4.72,Jonathan Mason,DATA ENGINEERING,7,339,98.83,463,79.583
106,Gina Ramos,4,4.32,Gina Ramos,DATA ENGINEERING,6,296,11.49,428,58.82900000000001
181,Sandy Clark,10,1.27,Sandy Clark,FULL STACK,6,110,72.53,231,53.352999999999994
200,Eugene Benson,3,1.1,Eugene Benson,DATA ENGINEERING,8,493,21.2,225,52.739999999999995
174,Jessica Payne,1,3.35,Jessica Payne,FULL STACK,2,464,10.57,417,47.357
28,Tina Ray,9,1.99,Tina Ray,FULL STACK,6,309,71.91,69,58.891000000000005
210,Jacob Phillips,6,4.11,Jacob Phillips,DATA SCIENCE,6,153,49.24,156,54.60399999999999
100,Olivia King,3,1.88,Olivia King,DATA SCIENCE,7,478,37.13,219,54.733000000000004
120,Heather Burton,6,2.77,Heather Burton,DATA ENGINEERING,6,130,92.67,400,57.547
180,Jon Hughes,10,1.34,Jon Hughes,DATA SCIENCE,10,126,52.48,482,65.288
3,Mary Cooper,7,3.55,Mary Cooper,FULL STACK,2,468,76.98,476,68.138
206,Riley Williams,5,1.09,Riley Williams,DATA SCIENCE,3,20,61.53,120,29.712999999999997
112,Randall Phelps,10,4.84,Randall Phelps,DATA ENGINEERING,5,217,72.02,251,70.262
108,Crystal Gordon,3,2.4,Crystal Gordon,DATA ENGINEERING,8,16,73.31,398,47.531
41,Megan Horton,10,3.73,Megan Horton,DATA SCIENCE,7,496,92.38,359,85.178
239,Heather Johnson,4,3.42,Heather Johnson,DATA SCIENCE,10,316,50.84,131,62.024
143,Debra Jackson,7,2.44,Debra Jackson,DATA SCIENCE,7,442,75.73,278,68.573
36,Michelle Fowler,5,4.65,Michelle Fowler,FULL STACK,10,236,18.75,263,65.175
57,Desiree Chung,8,3.53,Desiree Chung,DATA ENGINEERING,6,22,57.71,278,54.331
100,Olivia King,2,1.05,Olivia King,DATA SCIENCE,4,449,26.76,442,45.676
77,Michael Farley,1,2.64,Michael Farley,DATA SCIENCE,7,302,23.74,116,43.334
134,Melissa Nunez,6,1.03,Melissa Nunez,DATA SCIENCE,5,254,94.62,268,51.102000000000004
195,Michael Carr,5,4.07,Michael Carr,DATA ENGINEERING,9,322,76.95,304,70.935
18,Jeffrey Blair,10,4.01,Jeffrey Blair,DATA SCIENCE,5,405,21.69,335,71.10900000000001
92,Thomas Cabrera,8,4.75,Thomas Cabrera,DATA SCIENCE,4,460,27.76,258,69.336
151,Marissa Morrison,2,1.77,Marissa Morrison,DATA ENGINEERING,6,313,4.64,343,42.92399999999999
168,Karen Barrera,10,1.58,Karen Barrera,DATA ENGINEERING,8,163,48.39,314,59.959
201,Steven Harris,10,3.39,Steven Harris,FULL STACK,1,212,50.1,201,53.07000000000001
1,Stephen Escobar,1,3.98,Stephen Escobar,DATA SCIENCE,5,308,33.66,393,51.466
1,Stephen Escobar,5,2.69,Stephen Escobar,DATA SCIENCE,2,148,58.13,175,39.993
143,Debra Jackson,3,2.28,Debra Jackson,DATA SCIENCE,9,309,92.83,338,61.522999999999996
138,Carolyn Branch,8,4.14,Carolyn Branch,FULL STACK,4,94,0.82,361,51.622
89,Jeffery Cervantes,6,3.32,Jeffery Cervantes,DATA SCIENCE,1,385,41.0,441,55.6
61,Stephanie Mcmahon,10,2.45,Stephanie Mcmahon,DATA ENGINEERING,9,44,29.29,101,54.509
160,Mary Miller,4,2.17,Mary Miller,FULL STACK,1,142,75.87,245,36.847
214,Roger Calhoun,5,1.24,Roger Calhoun,DATA SCIENCE,3,402,31.95,229,44.815000000000005
234,Adam Cline,8,1.71,Adam Cline,DATA SCIENCE,5,399,70.33,131,58.453
150,Olivia Richards,9,3.6,Olivia Richards,DATA ENGINEERING,2,164,4.82,386,51.162
35,Kathleen Richardson,7,2.35,Kathleen Richardson,DATA SCIENCE,10,69,27.28,294,54.768
94,Kevin Williams,5,1.66,Kevin Williams,FULL STACK,7,189,2.22,361,45.642
46,Beth Thompson,4,4.36,Beth Thompson,DATA ENGINEERING,9,369,77.36,231,70.556
231,Heather Cruz,1,3.04,Heather Cruz,FULL STACK,10,300,69.75,464,62.415
119,Elizabeth Williams,5,1.51,Elizabeth Williams,DATA ENGINEERING,10,6,30.6,499,49.32000000000001
131,Christopher Mooney,10,3.19,Christopher Mooney,DATA SCIENCE,7,225,73.3,188,66.85
188,Jeffery Vaughan,6,1.87,Jeffery Vaughan,DATA SCIENCE,9,417,83.32,241,67.31200000000001
182,Joseph Gomez MD,5,2.6,Joseph Gomez MD,FULL STACK,4,373,33.75,446,55.615
28,Tina Ray,9,2.82,Tina Ray,FULL STACK,9,163,2.2,460,63.220000000000006
59,Justin Johnson,9,4.36,Justin Johnson,FULL STACK,8,186,80.24,131,69.524
165,Gabrielle Bright,4,4.61,Gabrielle Bright,DATA SCIENCE,9,22,90.79,99,56.379
214,Roger Calhoun,5,1.59,Roger Calhoun,DATA SCIENCE,3,106,9.17,275,33.017
79,Timothy Williams,6,3.37,Timothy Williams,FULL STACK,5,255,78.87,401,61.587
139,Stacey Rogers,6,2.49,Stacey Rogers,FULL STACK,3,16,38.02,38,33.162
62,Joshua Wang,3,1.58,Joshua Wang,DATA ENGINEERING,9,496,43.4,465,63.8
14,Debbie Hickman,1,4.98,Debbie Hickman,DATA SCIENCE,3,117,75.62,371,47.58200000000001
37,Jessica Christian DDS,7,4.07,Jessica Christian DDS,DATA SCIENCE,9,134,84.48,238,66.848
18,Jeffrey Blair,7,3.21,Jeffrey Blair,DATA SCIENCE,9,208,45.54,328,64.274
45,Briana Carey,8,3.26,Briana Carey,DATA SCIENCE,3,60,76.32,381,52.69199999999999
206,Riley Williams,6,1.38,Riley Williams,DATA SCIENCE,5,358,64.94,110,50.534000000000006
136,Phillip Rivera,6,2.86,Phillip Rivera,DATA SCIENCE,8,207,44.12,488,61.891999999999996
45,Briana Carey,7,3.55,Briana Carey,DATA SCIENCE,9,88,81.68,341,64.708
185,Damon Bradley,7,3.51,Damon Bradley,DATA SCIENCE,1,444,21.93,158,53.15299999999999
135,Justin Wolfe,8,3.48,Justin Wolfe,FULL STACK,10,428,66.61,323,80.161
221,Matthew Bradford,4,3.93,Matthew Bradford,DATA ENGINEERING,9,256,53.15,132,59.915
62,Joshua Wang,3,2.53,Joshua Wang,DATA ENGINEERING,9,454,37.94,168,59.434
139,Stacey Rogers,1,2.62,Stacey Rogers,FULL STACK,8,415,42.7,306,55.47
79,Timothy Williams,3,1.86,Timothy Williams,FULL STACK,3,212,96.75,304,43.675
39,David Mcconnell,7,1.57,David Mcconnell,DATA ENGINEERING,9,142,54.55,148,52.375
2,Wendy Keith,3,1.67,Wendy Keith,FULL STACK,6,6,87.61,240,38.480999999999995
202,Nicholas Bennett,10,4.44,Nicholas Bennett,FULL STACK,5,262,4.64,495,68.60400000000001
20,Mark Johnson,2,4.3,Mark Johnson,FULL STACK,9,368,63.79,492,70.139
159,Barbara Perez,5,4.83,Barbara Perez,DATA SCIENCE,6,77,44.4,133,51.5
220,Connie Small,8,1.0,Connie Small,DATA SCIENCE,6,393,70.7,57,55.93
173,Sharon Melendez,9,4.64,Sharon Melendez,FULL STACK,10,287,97.7,398,85.77000000000001
214,Roger Calhoun,10,4.48,Roger Calhoun,DATA SCIENCE,4,52,4.52,334,55.132
24,Brooke Evans,10,4.06,Brooke Evans,DATA SCIENCE,2,420,92.99,190,70.139
153,Anthony Blair,3,2.0,Anthony Blair,DATA SCIENCE,7,194,82.0,163,47.21999999999999
206,Riley Williams,2,2.82,Riley Williams,DATA SCIENCE,4,375,67.3,34,45.69
222,Robin Young,5,4.12,Robin Young,DATA SCIENCE,2,103,39.41,163,41.801
196,Lauren Hunt,4,1.37,Lauren Hunt,DATA ENGINEERING,3,468,94.14,301,53.634
76,Jennifer Morales,4,4.28,Jennifer Morales,FULL STACK,5,189,52.03,141,50.70300000000001
144,Ronnie Smith,3,3.71,Ronnie Smith,FULL STACK,1,288,19.23,262,41.523
53,Daniel Levine,1,4.88,Daniel Levine,FULL STACK,4,69,64.18,413,46.958
51,David Adkins,6,1.6,David Adkins,DATA ENGINEERING,4,343,2.2,62,41.58
67,Brendan Washington,1,1.46,Brendan Washington,FULL STACK,3,377,16.04,211,34.744
92,Thomas Cabrera,3,1.83,Thomas Cabrera,DATA SCIENCE,9,300,62.75,270,54.995
153,Anthony Blair,3,4.72,Anthony Blair,DATA SCIENCE,2,312,7.03,54,43.143
154,Steven Blankenship,4,1.72,Steven Blankenship,DATA SCIENCE,4,169,0.97,71,31.157000000000004
234,Adam Cline,9,3.51,Adam Cline,DATA SCIENCE,1,293,53.27,178,54.647
15,Elizabeth Ayala,1,1.73,Elizabeth Ayala,DATA SCIENCE,3,133,49.66,125,27.706000000000003
92,Thomas Cabrera,7,3.65,Thomas Cabrera,DATA SCIENCE,4,340,19.54,175,55.654
31,Nathan Hunt,1,1.83,Nathan Hunt,FULL STACK,5,399,11.42,155,39.522000000000006
51,David Adkins,6,4.27,David Adkins,DATA ENGINEERING,10,223,42.25,447,71.165
122,Andrew Jensen,2,3.5,Andrew Jensen,FULL STACK,6,500,67.49,307,62.889
199,Tina Thompson,2,4.23,Tina Thompson,DATA SCIENCE,1,154,40.44,182,36.764
194,Julie Riley,1,2.98,Julie Riley,DATA ENGINEERING,7,198,11.05,140,39.745
155,Rose Taylor,9,4.59,Rose Taylor,FULL STACK,2,47,1.23,368,49.723
130,Michael Ortega,7,2.35,Michael Ortega,DATA ENGINEERING,5,252,85.25,288,57.76499999999999
212,Linda Ayers,10,3.34,Linda Ayers,FULL STACK,4,153,65.59,143,56.898999999999994
41,Megan Horton,4,4.54,Megan Horton,DATA SCIENCE,1,231,80.44,100,47.444
49,Jennifer Miller,9,4.23,Jennifer Miller,FULL STACK,8,343,30.61,294,73.58099999999999
226,Sandra Martin,7,3.2,Sandra Martin,DATA SCIENCE,7,417,92.18,181,70.318
120,Heather Burton,4,2.14,Heather Burton,DATA ENGINEERING,5,382,5.33,461,51.593
180,Jon Hughes,3,4.44,Jon Hughes,DATA SCIENCE,5,215,3.93,281,48.373000000000005
11,John Dixon,3,3.43,John Dixon,DATA ENGINEERING,3,192,80.17,250,46.417
177,Heather Taylor,4,4.65,Heather Taylor,FULL STACK,7,142,77.88,354,61.147999999999996
54,Kelly Silva,1,2.46,Kelly Silva,DATA ENGINEERING,9,60,39.78,362,43.458000000000006
199,Tina Thompson,5,3.16,Tina Thompson,DATA SCIENCE,8,255,71.52,336,62.712
175,Daniel Clark,7,2.74,Daniel Clark,DATA ENGINEERING,1,488,40.31,432,59.151
170,Brandy Powell,5,3.77,Brandy Powell,DATA ENGINEERING,8,10,63.54,314,54.114
190,Diane Carr,1,1.13,Diane Carr,DATA ENGINEERING,9,393,16.05,238,46.605
17,Michael Graves,10,3.39,Michael Graves,DATA SCIENCE,3,349,24.72,309,62.172000000000004
62,Joshua Wang,7,3.71,Joshua Wang,DATA ENGINEERING,8,112,44.04,428,62.284000000000006
158,Tyler Freeman,5,3.89,Tyler Freeman,DATA SCIENCE,8,164,37.55,390,59.67500000000001
221,Matthew Bradford,8,1.12,Matthew Bradford,DATA ENGINEERING,6,419,35.2,327,59.300000000000004
77,Michael Farley,1,1.49,Michael Farley,DATA SCIENCE,6,35,70.12,439,37.152
227,Debbie Kramer,3,2.95,Debbie Kramer,DATA ENGINEERING,2,248,76.54,296,45.294000000000004
14,Debbie Hickman,6,4.18,Debbie Hickman,DATA SCIENCE,5,182,98.03,30,56.403
128,Todd Woods,6,3.31,Todd Woods,DATA ENGINEERING,9,112,19.34,111,51.873999999999995
238,Tamara Lawrence,8,3.64,Tamara Lawrence,FULL STACK,2,66,81.13,458,54.473
213,Autumn Nelson,2,2.82,Autumn Nelson,FULL STACK,10,383,71.02,307,63.842
45,Briana Carey,1,4.33,Briana Carey,DATA SCIENCE,8,282,12.43,297,53.783
183,Andrew Cox,6,3.64,Andrew Cox,DATA SCIENCE,10,376,42.09,495,75.709
95,Kimberly Mccarty,2,2.9,Kimberly Mccarty,DATA SCIENCE,10,224,30.8,49,48.62
215,Matthew Jimenez,8,3.63,Matthew Jimenez,FULL STACK,6,313,87.33,173,67.23299999999999
209,Daniel Lozano,1,4.84,Daniel Lozano,FULL STACK,5,379,22.63,480,58.382999999999996
79,Timothy Williams,7,4.68,Timothy Williams,FULL STACK,2,398,23.9,292,60.870000000000005
204,Lauren Henderson,10,4.86,Lauren Henderson,DATA SCIENCE,8,90,99.17,199,72.937
208,Cameron Cardenas,3,4.17,Cameron Cardenas,DATA ENGINEERING,4,8,86.88,170,43.088
96,Robert Soto,1,4.24,Robert Soto,DATA SCIENCE,4,174,37.26,99,39.626
179,Mr. Jeffery Hill DDS,4,2.25,Mr. Jeffery Hill DDS,DATA ENGINEERING,10,119,81.37,397,57.836999999999996
81,Amy Warner,5,2.54,Amy Warner,FULL STACK,6,496,80.22,145,62.922
191,Mary Ali,9,1.19,Mary Ali,FULL STACK,5,443,42.36,103,56.775999999999996
96,Robert Soto,5,1.14,Robert Soto,DATA SCIENCE,4,460,85.14,112,51.714000000000006
171,Leslie Porter,10,4.03,Leslie Porter,DATA ENGINEERING,1,227,55.12,231,57.332
64,Steven Stewart,5,2.55,Steven Stewart,FULL STACK,8,171,85.29,139,54.34900000000001
78,David Mathews,1,1.84,David Mathews,DATA SCIENCE,3,193,2.67,117,25.686999999999998
5,Kylie Phillips,3,4.08,Kylie Phillips,DATA SCIENCE,4,146,38.51,476,49.53099999999999
205,Carla Flores,5,1.67,Carla Flores,FULL STACK,1,488,16.34,492,49.67400000000001
235,Kenneth Anderson,5,3.38,Kenneth Anderson,DATA SCIENCE,1,433,13.9,87,45.970000000000006
215,Matthew Jimenez,6,2.75,Matthew Jimenez,FULL STACK,8,131,11.62,145,48.302
82,Lisa Forbes,4,1.69,Lisa Forbes,FULL STACK,8,208,16.12,203,44.752
155,Rose Taylor,9,2.33,Rose Taylor,FULL STACK,10,271,78.98,377,73.598
195,Michael Carr,8,1.69,Michael Carr,DATA ENGINEERING,9,259,59.9,101,59.13
234,Adam Cline,5,4.0,Adam Cline,DATA SCIENCE,7,172,43.26,423,59.666
72,Thomas Johnson,5,2.79,Thomas Johnson,DATA SCIENCE,4,400,42.35,71,50.815
83,Amy Duffy,9,3.36,Amy Duffy,DATA SCIENCE,6,64,15.53,342,54.393
126,Candace Bennett,1,3.06,Candace Bennett,DATA ENGINEERING,8,340,41.74,94,49.894000000000005
108,Crystal Gordon,3,2.47,Crystal Gordon,DATA ENGINEERING,3,329,59.17,65,42.257000000000005
220,Connie Small,5,1.39,Connie Small,DATA SCIENCE,3,199,5.11,475,39.531
8,Caitlin Howard,6,1.99,Caitlin Howard,DATA SCIENCE,2,454,83.29,116,52.769000000000005
3,Mary Cooper,7,3.85,Mary Cooper,FULL STACK,9,417,37.3,447,76.75
240,Joseph Garrett,8,1.28,Joseph Garrett,DATA SCIENCE,5,431,52.06,491,63.386
153,Anthony Blair,9,1.76,Anthony Blair,DATA SCIENCE,1,141,92.03,305,47.983
191,Mary Ali,9,2.15,Mary Ali,FULL STACK,7,443,24.16,425,69.23599999999999
70,Michael Schwartz,2,3.31,Michael Schwartz,FULL STACK,10,419,28.51,383,64.511
91,Stephen Johns,5,4.27,Stephen Johns,DATA SCIENCE,7,494,90.5,156,73.01
112,Randall Phelps,4,1.49,Randall Phelps,DATA ENGINEERING,6,250,62.59,421,50.639
73,Nancy Vega,3,2.39,Nancy Vega,DATA SCIENCE,2,191,44.49,343,38.509
144,Ronnie Smith,8,2.52,Ronnie Smith,FULL STACK,3,441,21.26,184,55.525999999999996
107,Rachel Gutierrez,1,3.74,Rachel Gutierrez,DATA ENGINEERING,3,96,86.41,344,42.321
48,Sara Jenkins,6,4.68,Sara Jenkins,DATA ENGINEERING,6,240,87.27,102,63.086999999999996
20,Mark Johnson,7,1.15,Mark Johnson,FULL STACK,5,97,93.14,366,49.114000000000004
35,Kathleen Richardson,2,1.89,Kathleen Richardson,DATA SCIENCE,3,328,28.81,386,41.281
91,Stephen Johns,6,3.73,Stephen Johns,DATA SCIENCE,6,7,39.72,339,49.952000000000005
150,Olivia Richards,1,1.66,Olivia Richards,DATA ENGINEERING,4,308,87.55,364,44.995000000000005
138,Carolyn Branch,7,2.19,Carolyn Branch,FULL STACK,3,381,20.91,138,48.851
174,Jessica Payne,8,3.13,Jessica Payne,FULL STACK,3,33,25.4,458,47.53999999999999
55,Christopher Herrera,9,1.34,Christopher Herrera,DATA ENGINEERING,8,218,16.96,495,59.675999999999995
134,Melissa Nunez,2,2.55,Melissa Nunez,DATA SCIENCE,1,351,6.5,165,34.19
19,Mark Adams,3,2.17,Mark Adams,DATA ENGINEERING,1,389,1.65,218,36.765
120,Heather Burton,3,4.89,Heather Burton,DATA ENGINEERING,4,24,41.9,347,45.65
25,Caroline Smith,3,4.86,Caroline Smith,DATA ENGINEERING,10,161,15.53,420,61.83299999999999
240,Joseph Garrett,9,3.15,Joseph Garrett,DATA SCIENCE,9,354,99.29,62,73.929
185,Damon Bradley,2,3.96,Damon Bradley,DATA SCIENCE,9,268,82.87,145,59.747
215,Matthew Jimenez,10,2.38,Matthew Jimenez,FULL STACK,9,397,18.84,341,72.10399999999998
206,Riley Williams,3,1.51,Riley Williams,DATA SCIENCE,1,83,64.46,227,28.345999999999997
85,Patricia Nelson,5,1.05,Patricia Nelson,FULL STACK,4,135,10.54,61,29.874
5,Kylie Phillips,10,2.37,Kylie Phillips,DATA SCIENCE,1,316,61.18,32,50.87800000000001
191,Mary Ali,4,4.79,Mary Ali,FULL STACK,1,225,76.06,446,54.686
3,Mary Cooper,2,2.03,Mary Cooper,FULL STACK,8,360,47.65,308,53.44499999999999
40,David Knight,1,3.85,David Knight,DATA SCIENCE,6,129,79.53,116,44.833000000000006
137,Natalie Lewis,8,4.06,Natalie Lewis,DATA SCIENCE,2,354,84.18,476,68.338
235,Kenneth Anderson,4,2.83,Kenneth Anderson,DATA SCIENCE,8,356,55.71,150,58.131
103,Mr. Micheal Johnson,10,2.86,Mr. Micheal Johnson,DATA ENGINEERING,2,55,0.52,170,41.092
207,Thomas Hicks,3,2.27,Thomas Hicks,DATA ENGINEERING,6,399,98.63,369,60.283
35,Kathleen Richardson,10,1.26,Kathleen Richardson,DATA SCIENCE,2,109,98.85,356,50.404999999999994
199,Tina Thompson,3,4.49,Tina Thompson,DATA SCIENCE,1,478,31.95,496,58.195
81,Amy Warner,2,4.92,Amy Warner,FULL STACK,5,279,23.82,87,48.962
28,Tina Ray,9,4.25,Tina Ray,FULL STACK,4,331,91.47,218,69.747
221,Matthew Bradford,10,2.28,Matthew Bradford,DATA ENGINEERING,3,415,0.66,271,57.206
22,Robert Scott,2,4.16,Robert Scott,FULL STACK,6,480,24.9,402,62.370000000000005
118,Daniel Smith,2,4.02,Daniel Smith,FULL STACK,2,97,1.45,481,37.724999999999994
1,Stephen Escobar,8,3.64,Stephen Escobar,DATA SCIENCE,4,22,43.52,122,46.232
8,Caitlin Howard,6,1.48,Caitlin Howard,DATA SCIENCE,5,63,97.78,46,41.138000000000005
66,James Mason,10,1.67,James Mason,DATA SCIENCE,4,369,25.36,383,59.635999999999996
119,Elizabeth Williams,2,2.68,Elizabeth Williams,DATA ENGINEERING,9,490,57.08,356,65.148
143,Debra Jackson,4,3.54,Debra Jackson,DATA SCIENCE,8,144,77.16,223,56.096
215,Matthew Jimenez,4,2.65,Matthew Jimenez,FULL STACK,6,204,87.11,134,50.151
73,Nancy Vega,7,4.41,Nancy Vega,DATA SCIENCE,8,86,13.81,268,57.821
99,Christina Hudson,4,2.88,Christina Hudson,DATA SCIENCE,5,223,18.31,473,49.731
195,Michael Carr,2,1.56,Michael Carr,DATA ENGINEERING,5,236,69.88,313,42.928
167,Heidi Joyce,4,1.1,Heidi Joyce,DATA ENGINEERING,6,30,73.99,138,35.75899999999999
159,Barbara Perez,9,1.92,Barbara Perez,DATA SCIENCE,7,287,41.73,485,65.033
50,Fernando Morgan,10,2.7,Fernando Morgan,DATA ENGINEERING,1,367,12.34,344,55.593999999999994
73,Nancy Vega,1,4.42,Nancy Vega,DATA SCIENCE,8,30,96.92,473,56.032000000000004
102,Lauren Holland,4,3.98,Lauren Holland,FULL STACK,5,356,23.21,377,58.020999999999994
215,Matthew Jimenez,6,1.35,Matthew Jimenez,FULL STACK,2,86,3.8,402,33.26
4,Holly Carter,6,1.73,Holly Carter,FULL STACK,10,352,58.83,243,63.742999999999995
77,Michael Farley,3,3.4,Michael Farley,DATA SCIENCE,5,239,78.68,449,56.007999999999996
103,Mr. Micheal Johnson,1,1.86,Mr. Micheal Johnson,DATA ENGINEERING,9,188,93.61,339,51.101
121,Jonathan Mason,4,2.54,Jonathan Mason,DATA ENGINEERING,7,381,62.44,83,55.304
102,Lauren Holland,8,4.89,Lauren Holland,FULL STACK,4,316,95.91,396,73.711
31,Nathan Hunt,8,3.08,Nathan Hunt,FULL STACK,7,262,56.2,95,60.32
186,Donna Holmes,9,1.03,Donna Holmes,FULL STACK,7,299,35.91,356,58.791000000000004
78,David Mathews,9,4.15,David Mathews,DATA SCIENCE,5,388,21.53,105,64.373
198,Eric Singh,1,2.42,Eric Singh,DATA ENGINEERING,1,329,16.85,343,35.385
122,Andrew Jensen,2,1.37,Andrew Jensen,FULL STACK,2,119,32.89,81,23.149000000000004
8,Caitlin Howard,2,3.28,Caitlin Howard,DATA SCIENCE,9,233,62.07,198,54.607
34,Karen Gray,4,2.92,Karen Gray,DATA SCIENCE,2,392,53.35,172,48.135
2,Wendy Keith,5,2.71,Wendy Keith,FULL STACK,10,98,99.31,352,61.731
21,Dominic Dickson,2,4.27,Dominic Dickson,FULL STACK,8,187,6.21,252,50.221000000000004
47,Michelle Mitchell,1,2.03,Michelle Mitchell,DATA SCIENCE,2,329,41.13,234,36.073
120,Heather Burton,3,3.38,Heather Burton,DATA ENGINEERING,7,154,14.47,158,44.28699999999999
102,Lauren Holland,4,1.87,Lauren Holland,FULL STACK,8,323,34.46,412,56.086
133,Jo Howell,9,3.97,Jo Howell,DATA ENGINEERING,7,369,78.54,316,76.814
64,Steven Stewart,10,2.56,Steven Stewart,FULL STACK,4,291,75.71,341,64.271
50,Fernando Morgan,3,4.55,Fernando Morgan,DATA ENGINEERING,4,31,11.03,407,42.68300000000001
118,Daniel Smith,10,1.17,Daniel Smith,FULL STACK,8,353,49.59,78,61.319
238,Tamara Lawrence,5,3.12,Tamara Lawrence,FULL STACK,2,191,34.21,166,40.861000000000004
110,Nathaniel Johnson,8,2.37,Nathaniel Johnson,DATA ENGINEERING,8,452,5.47,148,63.067
25,Caroline Smith,10,2.45,Caroline Smith,DATA ENGINEERING,10,169,1.82,479,66.322
142,Todd Aguilar,2,4.53,Todd Aguilar,DATA SCIENCE,3,490,56.71,411,61.611
190,Diane Carr,10,3.9,Diane Carr,DATA ENGINEERING,5,422,45.35,468,76.375
74,Katie Reynolds,1,2.78,Katie Reynolds,FULL STACK,6,170,12.43,162,36.403
221,Matthew Bradford,8,4.3,Matthew Bradford,DATA ENGINEERING,10,484,97.94,101,84.374
75,John Fletcher,4,1.79,John Fletcher,DATA SCIENCE,9,480,47.55,89,58.895
144,Ronnie Smith,9,1.01,Ronnie Smith,FULL STACK,3,427,72.58,82,54.018
223,Edward Giles,1,1.11,Edward Giles,DATA SCIENCE,3,145,4.48,487,28.428000000000004
104,Robert Perez,5,2.45,Robert Perez,DATA SCIENCE,7,376,57.16,373,62.016
45,Briana Carey,2,4.61,Briana Carey,DATA SCIENCE,9,31,34.28,411,53.327999999999996
176,Brett Gentry,8,3.4,Brett Gentry,DATA ENGINEERING,3,292,65.51,413,62.090999999999994
12,Patricia Brooks,3,4.88,Patricia Brooks,FULL STACK,2,44,83.07,442,48.42700000000001
104,Robert Perez,4,4.39,Robert Perez,DATA SCIENCE,3,253,77.07,340,56.187
148,Andre Francis,7,3.97,Andre Francis,FULL STACK,3,75,30.16,463,51.156
218,Barbara Mcdonald,2,3.14,Barbara Mcdonald,DATA SCIENCE,4,431,4.96,296,48.216
217,Amber Richards,6,2.74,Amber Richards,DATA ENGINEERING,2,59,84.27,498,47.707
234,Adam Cline,6,4.44,Adam Cline,DATA SCIENCE,6,266,43.77,449,65.757
88,Danny Perez,2,2.6,Danny Perez,DATA SCIENCE,2,151,80.73,394,40.393
148,Andre Francis,4,3.34,Andre Francis,FULL STACK,10,414,76.47,412,73.807
187,Jeffery Burch,9,3.15,Jeffery Burch,DATA SCIENCE,9,44,88.4,270,64.60000000000001
128,Todd Woods,2,2.36,Todd Woods,DATA ENGINEERING,1,13,99.17,324,32.357
21,Dominic Dickson,2,4.3,Dominic Dickson,FULL STACK,3,500,72.2,355,61.52
56,Christopher Ryan,1,3.51,Christopher Ryan,DATA SCIENCE,10,338,96.51,95,61.111
135,Justin Wolfe,8,2.0,Justin Wolfe,FULL STACK,3,440,31.81,121,53.201
88,Danny Perez,7,4.57,Danny Perez,DATA SCIENCE,1,73,64.06,446,52.526
47,Michelle Mitchell,3,2.48,Michelle Mitchell,DATA SCIENCE,6,392,96.96,355,60.396
76,Jennifer Morales,2,2.13,Jennifer Morales,FULL STACK,3,369,13.99,108,36.839
169,Adrian Brown,10,4.98,Adrian Brown,DATA SCIENCE,6,378,68.81,208,78.081
27,Dr. Rachel Reed MD,7,1.37,Dr. Rachel Reed MD,DATA ENGINEERING,4,216,81.37,402,52.297000000000004
153,Anthony Blair,3,2.17,Anthony Blair,DATA SCIENCE,2,302,80.72,295,44.732
81,Amy Warner,8,1.78,Amy Warner,FULL STACK,10,93,41.18,252,55.998
149,Jon Orr,3,2.57,Jon Orr,DATA ENGINEERING,9,296,85.88,164,57.98800000000001
141,Daniel Frazier,5,3.45,Daniel Frazier,DATA ENGINEERING,10,356,9.58,438,67.758
140,Bryan Young,5,4.51,Bryan Young,DATA SCIENCE,6,455,48.2,480,72.66
31,Nathan Hunt,6,3.07,Nathan Hunt,FULL STACK,3,283,0.74,326,48.194
176,Brett Gentry,2,4.43,Brett Gentry,DATA ENGINEERING,3,283,52.39,429,52.858999999999995
35,Kathleen Richardson,3,1.35,Kathleen Richardson,DATA SCIENCE,4,423,30.26,248,44.306
61,Stephanie Mcmahon,10,1.4,Stephanie Mcmahon,DATA ENGINEERING,2,314,64.08,66,49.888000000000005
239,Heather Johnson,4,2.88,Heather Johnson,DATA SCIENCE,5,148,50.15,367,47.795
